message_id,message_text,label,scam_type,risk_score,risk_level,language,signals,contains_payment_request,contains_urgency,contains_impersonation,contains_credential_request,contains_url,contains_upi,contains_phone,recommended_action
F0071,Your personal loan is sanctioned. Send insurance charge ₹500 before disbursal.,fraud,Loan Scam,65,medium,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0053,Invest ₹10000 today and get guaranteed 3x return in 7 days. Join our trading group at secure-kyc-bankverify.com.,fraud,Investment Scam,84,high,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0165,Your account requires verification. Please check the official app for details.,suspicious,Unknown Suspicious Message,37,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0187,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,38,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0083,Illegal parcel case registered. Contact investigation officer +91 9876543210 now.,fraud,Courier / Parcel Scam,73,medium,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0166,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,28,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0139,Water bill penalty generated. Immediate payment required before today.,fraud,Electricity / Utility Scam,70,medium,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0080,FedEx customs clearance failed. Pay penalty ₹10000 at rbi-verify-payment.com or parcel will be seized.,fraud,Courier / Parcel Scam,91,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0195,Reminder: Your appointment is confirmed for 11 PM.,safe,Safe / Normal Message,4,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
H0270,Kal ka interview 10 baje hai. Official mail check kar lena.,safe,Safe / Normal Message,5,low,Hinglish,normal_message,0,0,0,0,0,0,0,Verify sender through official source. Do not pay fees or share OTP/PIN/documents.
N0243,Your cab has arrived at the pickup location.,safe,Safe / Normal Message,15,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
S0145,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,39,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0058,VIP trading account activation pending. Pay ₹2500 and get assured daily income.,fraud,Investment Scam,90,high,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0125,I recorded your video call. Pay now or police complaint and social media upload will happen.,fraud,Sextortion / Blackmail Scam,87,high,English,blackmail|threat|payment_request|urgency|fear_pressure,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0161,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,42,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0167,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,40,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0117,Security check: send your UPI PIN and OTP to avoid account suspension.,fraud,OTP / Credential Theft,89,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0055,Double your money scheme approved. Send initial investment to refundhelp@upi before 2 hours.,fraud,Investment Scam,78,high,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0091,Last warning: account closure request active. Login at bank-secure-login.in to cancel.,fraud,Bank Account Freeze Scam,82,high,English,bank_impersonation|account_freeze|credential_request|phishing_link|urgency,0,1,1,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0171,Your account requires verification. Please check the official app for details.,suspicious,Unknown Suspicious Message,42,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0110,Security check: send your UPI PIN and OTP to avoid account suspension.,fraud,OTP / Credential Theft,87,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0098,Government reward approved. Verification payment required to release funds.,fraud,Lottery / Reward Scam,77,high,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0231,Team meeting moved to 4 PM. Join from the regular calendar link.,safe,Safe / Normal Message,11,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0128,Your camera was hacked. Transfer money within today to avoid public leak.,fraud,Sextortion / Blackmail Scam,99,high,English,blackmail|threat|payment_request|urgency|fear_pressure,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0177,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,45,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0111,"Card verification failed. Provide CVV, expiry date and OTP at claim-reward-now.com.",fraud,OTP / Credential Theft,98,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0044,You are selected for airport ground staff job. No interview needed. Send document verification fee ₹25000 to supportdesk@upi.,fraud,Job / Recruitment Scam,62,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0175,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,35,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0163,Your account requires verification. Please check the official app for details.,suspicious,Unknown Suspicious Message,28,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0184,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,35,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0160,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,27,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0085,Bank security alert: debit card blocked. Share OTP with officer +91 9988776655 to reactivate.,fraud,Bank Account Freeze Scam,93,high,English,bank_impersonation|account_freeze|credential_request|phishing_link|urgency,0,1,1,1,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0222,Reminder: Your appointment is confirmed for 11 PM.,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0033,Payment failed but amount is on hold. Scan QR and enter UPI PIN to receive refund of ₹15000.,fraud,UPI Payment Fraud,91,high,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0114,We detected suspicious login. Reply with OTP to secure your account.,fraud,OTP / Credential Theft,87,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0185,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,41,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0017,"Dear customer, your bank KYC is expired. Update immediately at parcel-clearance-help.com or your account will be blocked today.",fraud,Fake KYC Scam,90,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0006,Digital arrest order active. Stay online and follow verification. Send ₹7500 to taxclaim@upi or legal action will start.,fraud,Digital Arrest Scam,97,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0214,"Hi Om, please call me when you are free.",safe,Safe / Normal Message,13,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
H0269,"LinkedIn par profile dekha, remote job hai salary 60000 per month. Interested ho?",suspicious,Job / Recruitment Scam,50,medium,Hinglish,job_offer|too_good_to_be_true|unknown_recruiter,0,0,0,0,0,0,0,Verify sender through official source. Do not pay fees or share OTP/PIN/documents.
N0209,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0244,Team meeting moved to 4 PM. Join from the regular calendar link.,safe,Safe / Normal Message,14,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0247,Please submit the assignment before Friday.,safe,Safe / Normal Message,14,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0103,Government reward approved. Verification payment required to release funds.,fraud,Lottery / Reward Scam,73,medium,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0051,Invest ₹999 today and get guaranteed 3x return in 7 days. Join our trading group at rbi-verify-payment.com.,fraud,Investment Scam,69,medium,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0248,"Hi Om, please call me when you are free.",safe,Safe / Normal Message,3,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0057,Double your money scheme approved. Send initial investment to clearancepay@upi before today.,fraud,Investment Scam,65,medium,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0233,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,5,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0004,Arrest warrant issued in your name by Mumbai Police. Pay penalty now or your bank accounts will be frozen. Call +91 7012345678.,fraud,Digital Arrest Scam,99,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0032,You have won cashback. Accept collect request from loanfee@upi to receive ₹1500.,fraud,UPI Payment Fraud,75,high,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0036,You have won cashback. Accept collect request from verifyfast@upi to receive ₹10000.,fraud,UPI Payment Fraud,80,high,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0027,Your pending payout will expire. Pay processing fee ₹5000 to cybercase@upi now.,fraud,UPI Payment Fraud,73,medium,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0194,Can you share the project update by evening?,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0242,Your payment of ₹10000 was successful. No action required.,safe,Safe / Normal Message,11,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
S0186,Recruitment update: please confirm your availability for the interview.,suspicious,Unknown Suspicious Message,31,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0141,Your gas connection will be suspended. Pay reconnection fee ₹10000 to loanfee@upi.,fraud,Electricity / Utility Scam,89,high,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0143,Your gas connection will be suspended. Pay reconnection fee ₹10000 to refundhelp@upi.,fraud,Electricity / Utility Scam,73,medium,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0196,Please submit the assignment before Friday.,safe,Safe / Normal Message,8,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0104,Amazon prize pending. Claim now at claim-reward-now.com. Processing fee required.,fraud,Lottery / Reward Scam,89,high,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0008,Cyber Crime Cell notice: Your Aadhaar is linked to foreign transaction fraud. Do not disconnect. Transfer ₹7500 to clearancepay@upi for clearance.,fraud,Digital Arrest Scam,98,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0045,"Work from home job, daily earning ₹5,000. Share Aadhaar, PAN and bank details for salary activation.",fraud,Job / Recruitment Scam,71,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0227,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,10,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0077,FedEx customs clearance failed. Pay penalty ₹5000 at claim-reward-now.com or parcel will be seized.,fraud,Courier / Parcel Scam,74,medium,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0174,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,35,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0013,RBI KYC compliance alert: verify your account before today to avoid permanent blocking.,fraud,Fake KYC Scam,93,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0132,Final warning: send ₹2500 or your family will receive the video.,fraud,Sextortion / Blackmail Scam,95,high,English,blackmail|threat|payment_request|urgency|fear_pressure,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0102,You won iPhone. Pay delivery charge ₹999 before 30 minutes.,fraud,Lottery / Reward Scam,79,high,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0238,Your parcel is out for delivery. Track it from the official app.,safe,Safe / Normal Message,6,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0064,No documents loan available. Pay advance EMI ₹10000 to receive disbursal.,fraud,Loan Scam,67,medium,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0191,"Hi Om, please call me when you are free.",safe,Safe / Normal Message,1,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0038,You are selected for airport ground staff job. No interview needed. Send document verification fee ₹10000 to tradingprofit@upi.,fraud,Job / Recruitment Scam,72,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0219,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,9,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0056,VIP trading account activation pending. Pay ₹2500 and get assured daily income.,fraud,Investment Scam,65,medium,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0011,CBI officer speaking. Your phone number is involved in money laundering. Pay security deposit to tradingprofit@upi before 30 minutes.,fraud,Digital Arrest Scam,90,high,English,law_enforcement_impersonation|digital_arrest|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0155,Your parcel has a delivery issue. Please contact customer support through the official website.,suspicious,Unknown Suspicious Message,31,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0179,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,37,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
S0181,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,37,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0078,Courier delivery blocked due to unpaid customs fee. Pay ₹25000 to refundhelp@upi.,fraud,Courier / Parcel Scam,79,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0176,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,51,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
F0041,"Congratulations, your resume is shortlisted. Pay refundable training deposit ₹15000 to confirm your seat.",fraud,Job / Recruitment Scam,89,high,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0024,Your wallet KYC is pending. Complete verification using OTP and PAN details at secure-kyc-bankverify.com. Last warning.,fraud,Fake KYC Scam,85,high,English,kyc|credential_request|phishing_link|account_freeze|urgency,0,1,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0211,Can you share the project update by evening?,safe,Safe / Normal Message,0,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0068,No documents loan available. Pay advance EMI ₹2500 to receive disbursal.,fraud,Loan Scam,86,high,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0119,Aadhaar verification pending. Share OTP immediately or services will stop.,fraud,OTP / Credential Theft,94,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0079,Cyber Crime Cell has found suspicious package in your name. Stay on call for verification.,fraud,Courier / Parcel Scam,80,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0204,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,8,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
H0265,CBI se bol rahe hain. Aap digital arrest mein ho. Case close karne ke liye ₹5000 verifyfast@upi par bhejo abhi.,fraud,Digital Arrest Scam,95,high,Hinglish,law_enforcement_impersonation|digital_arrest|payment_request|urgency,1,1,1,0,0,1,0,Verify sender through official source. Do not pay fees or share OTP/PIN/documents.
F0092,"Net banking disabled. Complete account verification using Aadhaar, PAN and OTP.",fraud,Bank Account Freeze Scam,83,high,English,bank_impersonation|account_freeze|credential_request|phishing_link|urgency,0,1,1,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0138,Electricity bill pending. Power will be disconnected tonight. Pay at jobverify-hr.in.,fraud,Electricity / Utility Scam,74,medium,English,utility_impersonation|service_disconnection|payment_request|phishing_link|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0260,Team meeting moved to 4 PM. Join from the regular calendar link.,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0105,You won iPhone. Pay delivery charge ₹999 before today.,fraud,Lottery / Reward Scam,90,high,English,lottery_reward|payment_request|too_good_to_be_true|document_request|urgency,1,1,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0225,Can you share the project update by evening?,safe,Safe / Normal Message,0,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0120,"Card verification failed. Provide CVV, expiry date and OTP at bank-secure-login.in.",fraud,OTP / Credential Theft,94,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0261,Reminder: Your appointment is confirmed for today.,safe,Safe / Normal Message,2,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0043,"We have urgent hiring for part-time online job. High salary, no experience. Message YES to continue.",fraud,Job / Recruitment Scam,61,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0208,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,1,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0040,"Work from home job, daily earning ₹2,000. Share Aadhaar, PAN and bank details for salary activation.",fraud,Job / Recruitment Scam,60,medium,English,job_offer|too_good_to_be_true|payment_request|document_request|unknown_recruiter,1,0,0,1,0,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0028,"To receive money, open UPI app and enter PIN after clicking jobverify-hr.in.",fraud,UPI Payment Fraud,71,medium,English,upi|payment_request|qr_or_pin|refund_lure|urgency,1,1,0,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0150,Your account requires verification. Please check the official app for details.,suspicious,Unknown Suspicious Message,34,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
N0198,Your order has been delivered successfully. Thank you for shopping with us.,safe,Safe / Normal Message,12,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0200,Your bank statement for this month is available in the official app.,safe,Safe / Normal Message,4,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0240,Can you share the project update by evening?,safe,Safe / Normal Message,13,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0052,Double your money scheme approved. Send initial investment to supportdesk@upi before 1 hour.,fraud,Investment Scam,83,high,English,guaranteed_returns|investment|too_good_to_be_true|payment_request|urgency,1,1,0,0,0,1,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
N0255,Please submit the assignment before Friday.,safe,Safe / Normal Message,10,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0254,Your cab has arrived at the pickup location.,safe,Safe / Normal Message,13,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
F0070,"Loan approval pending. Upload Aadhaar, PAN and pay file charge at rbi-verify-payment.com.",fraud,Loan Scam,62,medium,English,loan_offer|processing_fee|document_request|payment_request|too_good_to_be_true,1,0,0,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0116,"Card verification failed. Provide CVV, expiry date and OTP at claim-reward-now.com.",fraud,OTP / Credential Theft,95,high,English,otp_request|credential_theft|bank_impersonation|urgency|account_freeze,0,1,1,1,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0082,FedEx customs clearance failed. Pay penalty ₹1500 at bank-secure-login.in or parcel will be seized.,fraud,Courier / Parcel Scam,97,high,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,1,0,0,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
F0084,Your parcel contains illegal items and is held by customs. Call +91 9876543210 immediately to avoid police case.,fraud,Courier / Parcel Scam,74,medium,English,courier|customs_impersonation|threat|payment_request|urgency,1,1,1,0,0,0,1,"Do not pay, do not share OTP/PIN/documents, verify using official channels, and report suspected cyber fraud."
S0189,We have an investment webinar today. Join only if you registered earlier.,suspicious,Unknown Suspicious Message,48,medium,English,unknown_sender|needs_verification|low_context,0,0,0,0,0,0,0,"Verify sender identity through official website/domain before sharing money, OTP, documents, or bank details."
N0213,Your order has been delivered successfully. Thank you for shopping with us.,safe,Safe / Normal Message,2,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0249,Your interview is scheduled for tomorrow at 10 AM. Please check your email for details.,safe,Safe / Normal Message,5,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
N0237,Can you share the project update by evening?,safe,Safe / Normal Message,3,low,English,normal_message,0,0,0,0,0,0,0,No scam indicators detected. Still verify sender if message asks for sensitive action.
